title,pubDate,link,source,timestamp_extract
Gabinete de Segurança Institucional monitora risco de greve na Petrobras - Folha de S.Paulo,"Sat, 14 Sep 2019 07:00:00 GMT",https://www1.folha.uol.com.br/mercado/2019/09/gabinete-de-seguranca-institucional-monitora-risco-de-greve-na-petrobras.shtml,Folha de S.Paulo,1573072613
"Pulseira flexível de grafeno monitora, com precisão, sinais vitais de usuários - Canaltech","Sun, 29 Sep 2019 20:00:31 GMT",https://canaltech.com.br/saude/pulseira-flexivel-de-grafeno-monitora-com-precisao-sinais-vitais-de-usuarios-150953/,Canaltech,1573072613
Satélite brasileiro leva banda larga a 1 milhão de alunos da rede pública - Galileu,"Mon, 24 Jun 2019 07:00:00 GMT",https://revistagalileu.globo.com/Ciencia/noticia/2019/06/satelite-brasileiro-leva-banda-larga-1-milhao-de-alunos-da-rede-publica.html,Galileu,1573072613
"Bolsonaro brigar com os dados não vai enganar o resto do mundo, avalia Paulo Barreto, pesquisador do Imazon - Henrique Cortez","Fri, 13 Sep 2019 07:00:00 GMT",https://www.ecodebate.com.br/2019/09/13/bolsonaro-brigar-com-os-dados-nao-vai-enganar-o-resto-do-mundo-avalia-paulo-barreto-pesquisador-do-imazon/,Henrique Cortez,1573072613
"Desmatamento da Amazônia: Após Bolsonaro, queimadas aumentam em 82% - Fala","Tue, 20 Aug 2019 07:00:00 GMT",https://falauniversidades.com.br/bolsonaro-queimadas-e-desmatamento-da-amazonia-aumentam/,Fala,1573072613
"Monitorar queimadas e desmate exige recurso humano, não só satélite, dizem especialistas - Folha de Pernambuco","Thu, 22 Aug 2019 07:00:00 GMT","https://www.folhape.com.br/noticias/noticias/amazonia/2019/08/22/NWS,114350,70,1531,NOTICIAS,2190-MONITORAR-QUEIMADAS-DESMATE-EXIGE-RECURSO-HUMANO-NAO-SATELITE-DIZEM-ESPECIALISTAS.aspx",Folha de Pernambuco,1573072613
"Com alta exponencial de queimadas, Amazonas decreta situação de emergência - UOL","Fri, 09 Aug 2019 07:00:00 GMT",https://noticias.uol.com.br/meio-ambiente/ultimas-noticias/redacao/2019/08/09/amazonas-decreta-situacao-de-emergencia-por-causa-de-queimadas.htm,UOL,1573072613
"China bloqueia 17,5 milhões de passagens aéreas de pessoas sem crédito social - Olhar Digital","Tue, 26 Feb 2019 08:00:00 GMT",https://olhardigital.com.br/noticia/china-bloqueia-17-5-milhoes-de-passagens-aereas-de-pessoas-sem-credito-social/83224,Olhar Digital,1573072613
É oficial o avanço do desmatamento - DCI,"Thu, 08 Aug 2019 07:00:00 GMT",https://www.dci.com.br/colunistas/plano-de-voo/e-oficial-o-avanco-do-desmatamento-1.822068,DCI,1573072613
Filipinas deixam de atualizar dados de mortos em operações policiais - Folha de S.Paulo,"Sat, 20 Jul 2019 07:00:00 GMT",https://www1.folha.uol.com.br/mundo/2019/07/filipinas-deixam-de-atualizar-dados-de-mortos-em-operacoes-policiais.shtml,Folha de S.Paulo,1573072613
